!SIL	SIL
<SPOKEN_NOISE>	SPN
ㅅㅓㄴᴥㅊㅏㄱᴥㅈㅏㅇᴥ	f9 m4 e3 f14 m0 e0 f12 m0 e20
ㅅㅓㄴᴥㅊㅏㅁᴥㅊㅣᴥ	f9 m4 e3 f14 m0 e15 f14 m20
ㅅㅓㄴᴥㅊㅏㅇᴥ	f9 m4 e3 f14 m0 e20
ㅅㅓㄴᴥㅊㅏㅇᴥㄱㅏᴥ	f9 m4 e3 f14 m0 e20 f0 m0
ㅅㅓㄴᴥㅊㅓㅇᴥ	f9 m4 e3 f14 m4 e20
ㅅㅓㄴᴥㅊㅣᴥㄱㅘᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f9 m4 e3 f14 m20 f0 m9 f7 m6 e20 f11 m14 e3
ㅅㅓㄴᴥㅌㅣㅇᴥ	f9 m4 e3 f16 m20 e20
ㅅㅓㄴᴥㅍㅜㅇᴥㄱㅣᴥ	f9 m4 e3 f17 m13 e20 f0 m20
ㅅㅓㄴᴥㅎㅏᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e3 f18 m0 f11 m5 f0 m5
ㅅㅓㄴᴥㅎㅏㄱᴥ	f9 m4 e3 f18 m0 e0
ㅅㅓㄴᴥㅎㅏㄱᴥㄷㅐᴥㄹㅣᴥㅈㅓㅁᴥ	f9 m4 e3 f18 m0 e0 f3 m1 f5 m20 f12 m4 e15
ㅅㅓㄴᴥㅎㅏㄱᴥㄷㅗㅇᴥ	f9 m4 e3 f18 m0 e0 f3 m8 e20
ㅅㅓㄴᴥㅎㅏㄱᴥㅇㅕㄱᴥ	f9 m4 e3 f18 m0 e0 f11 m6 e0
ㅅㅓㄴᴥㅎㅏㄴᴥㅁㅏᴥㅇㅡㅁᴥ	f9 m4 e3 f18 m0 e3 f6 m0 f11 m18 e15
ㅅㅓㄴᴥㅎㅏㄴᴥㅁㅏㄴᴥㅊㅏㄴᴥ	f9 m4 e3 f18 m0 e3 f6 m0 e3 f14 m0 e3
ㅅㅓㄴᴥㅎㅏㄴᴥㅁㅗㄱᴥㅈㅏᴥㄱㅛᴥㅎㅚᴥ	f9 m4 e3 f18 m0 e3 f6 m8 e0 f12 m0 f0 m12 f18 m11
ㅅㅓㄴᴥㅎㅕㄴᴥㄱㅠᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e3 f18 m6 e3 f0 m17 f11 m5 f0 m5
ㅅㅓㄴᴥㅎㅕㄴᴥㅇㅗㄱᴥ	f9 m4 e3 f18 m6 e3 f11 m8 e0
ㅅㅓㄴᴥㅎㅖᴥ	f9 m4 e3 f18 m7
ㅅㅓㄴᴥㅎㅖᴥㄴㅔᴥ	f9 m4 e3 f18 m7 f2 m5
ㅅㅓㄴᴥㅎㅗᴥ	f9 m4 e3 f18 m8
ㅅㅓㄴᴥㅎㅗᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f9 m4 e3 f18 m8 f11 m0 f17 m0 f16 m18
ㅅㅓㄴᴥㅎㅗᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e3 f18 m8 f11 m5 f0 m5
ㅅㅓㄴᴥㅎㅘᴥ	f9 m4 e3 f18 m9
ㅅㅓㄴᴥㅎㅘᴥㄷㅗㅇᴥ	f9 m4 e3 f18 m9 f3 m8 e20
ㅅㅓㄴᴥㅎㅘᴥㄹㅗᴥ	f9 m4 e3 f18 m9 f5 m8
ㅅㅓㄴᴥㅎㅘᴥㄹㅗᴥ3ㄱㅣㄹᴥ	f9 m4 e3 f18 m9 f5 m8 n3 f0 m20 e7
ㅅㅓㄴᴥㅎㅘᴥㄹㅣᴥ	f9 m4 e3 f18 m9 f5 m20
ㅅㅓㄴᴥㅎㅘᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e3 f18 m9 f11 m5 f0 m5
ㅅㅓㄴᴥㅎㅘᴥㅇㅖᴥㄱㅗᴥ	f9 m4 e3 f18 m9 f11 m7 f0 m8
ㅅㅓㄴᴥㅎㅘᴥㅈㅓㅁᴥ	f9 m4 e3 f18 m9 f12 m4 e15
ㅅㅓㄴᴥㅎㅘㅇᴥㅅㅏᴥ	f9 m4 e3 f18 m9 e20 f9 m0
ㅅㅓㄴᴥㅎㅢᴥ	f9 m4 e3 f18 m19
ㅅㅓㄴᴥㅎㅢᴥㄴㅔᴥㅈㅣㅂᴥ	f9 m4 e3 f18 m19 f2 m5 f12 m20 e16
ㅅㅓㄴᴥㅎㅢᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e3 f18 m19 f11 m5 f0 m5
ㅅㅓㄹᴥ	f9 m4 e7
ㅅㅓㄹᴥㄱㅏᴥㅇㅗㄴᴥ	f9 m4 e7 f0 m0 f11 m8 e3
ㅅㅓㄹᴥㄱㅐᴥㄹㅗᴥ	f9 m4 e7 f0 m1 f5 m8
ㅅㅓㄹᴥㄱㅖᴥ	f9 m4 e7 f0 m7
ㅅㅓㄹᴥㄱㅖᴥㅅㅏᴥ	f9 m4 e7 f0 m7 f9 m0
ㅅㅓㄹᴥㄱㅟᴥㅎㅘㄴᴥ	f9 m4 e7 f0 m16 f18 m9 e3
ㅅㅓㄹᴥㄹㅓㅇᴥㅌㅏㅇᴥ	f9 m4 e7 f5 m4 e20 f16 m0 e20
ㅅㅓㄹᴥㄹㅔᴥㅇㅣㅁᴥ	f9 m4 e7 f5 m5 f11 m20 e15
ㅅㅓㄹᴥㅁㅐㄱᴥ	f9 m4 e7 f6 m1 e0
ㅅㅓㄹᴥㅁㅜㄴᴥㄷㅗㅇᴥ	f9 m4 e7 f6 m13 e3 f3 m8 e20
ㅅㅓㄹᴥㅂㅏᴥㅇㅟᴥ	f9 m4 e7 f7 m0 f11 m16
ㅅㅓㄹᴥㅂㅏㄴᴥ	f9 m4 e7 f7 m0 e3
ㅅㅓㄹᴥㅂㅏㄴᴥㅈㅏㅇᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f7 m0 e3 f12 m0 e20 f11 m5 f0 m5
ㅅㅓㄹᴥㅂㅗㅇᴥㄱㅗㅇᴥㅇㅝㄴᴥ	f9 m4 e7 f7 m8 e20 f0 m8 e20 f11 m14 e3
ㅅㅓㄹᴥㅂㅣᴥ	f9 m4 e7 f7 m20
ㅅㅓㄹᴥㅂㅣᴥㅇㅔᴥ	f9 m4 e7 f7 m20 f11 m5
ㅅㅓㄹᴥㅂㅣᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f7 m20 f11 m5 f0 m5
ㅅㅓㄹᴥㅂㅣᴥㅈㅣㄴᴥ	f9 m4 e7 f7 m20 f12 m20 e3
ㅅㅓㄹᴥㅂㅣㅇᴥ	f9 m4 e7 f7 m20 e20
ㅅㅓㄹᴥㅅㅓㅇᴥ	f9 m4 e7 f9 m4 e20
ㅅㅓㄹᴥㅅㅓㅇᴥㄱㅘㅇᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f9 m4 e20 f0 m9 e20 f11 m5 f0 m5
ㅅㅓㄹᴥㅅㅓㅇᴥㅁㅕㄴᴥ	f9 m4 e7 f9 m4 e20 f6 m6 e3
ㅅㅓㄹᴥㅅㅓㅇᴥㅁㅕㄴᴥㅅㅏᴥㅁㅜᴥㅅㅗᴥ	f9 m4 e7 f9 m4 e20 f6 m6 e3 f9 m0 f6 m13 f9 m8
ㅅㅓㄹᴥㅅㅗㅇᴥㅇㅣᴥ	f9 m4 e7 f9 m8 e20 f11 m20
ㅅㅓㄹᴥㅇㅏᴥ	f9 m4 e7 f11 m0
ㅅㅓㄹᴥㅇㅏㄱᴥ	f9 m4 e7 f11 m0 e0
ㅅㅓㄹᴥㅇㅏㄱᴥic	f9 m4 e7 f11 m0 e0 i c
ㅅㅓㄹᴥㅇㅏㄱᴥㄷㅗᴥㅅㅓᴥㄱㅘㄴᴥ	f9 m4 e7 f11 m0 e0 f3 m8 f9 m4 f0 m9 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㄷㅗㅇᴥ	f9 m4 e7 f11 m0 e0 f3 m8 e20
ㅅㅓㄹᴥㅇㅏㄱᴥㅁㅕㄴᴥ	f9 m4 e7 f11 m0 e0 f6 m6 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㅁㅕㄴᴥㅅㅏᴥㅁㅜᴥㅅㅗᴥ	f9 m4 e7 f11 m0 e0 f6 m6 e3 f9 m0 f6 m13 f9 m8
ㅅㅓㄹᴥㅇㅏㄱᴥㅂㅐㄹᴥㄹㅣᴥ	f9 m4 e7 f11 m0 e0 f7 m1 e7 f5 m20
ㅅㅓㄹᴥㅇㅏㄱᴥㅅㅏㄴᴥ	f9 m4 e7 f11 m0 e0 f9 m0 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㅅㅏㄴᴥㄱㅜㄱᴥㄹㅣㅂᴥㄱㅗㅇᴥㅇㅝㄴᴥ	f9 m4 e7 f11 m0 e0 f9 m0 e3 f0 m13 e0 f5 m20 e16 f0 m8 e20 f11 m14 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㅅㅏㄴᴥㅅㅗᴥㄱㅗㅇᴥㅇㅝㄴᴥ	f9 m4 e7 f11 m0 e0 f9 m0 e3 f9 m8 f0 m8 e20 f11 m14 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㅈㅓㅁᴥ	f9 m4 e7 f11 m0 e0 f12 m4 e15
ㅅㅓㄹᴥㅇㅏㄱᴥㅈㅜㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e7 f11 m0 e0 f12 m13 e20 f18 m0 e0 f0 m12
ㅅㅓㄹᴥㅇㅏㄱᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e7 f11 m0 e0 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅅㅓㄹᴥㅇㅏㄱᴥㅊㅜᴥㅇㅓᴥㅌㅏㅇᴥ	f9 m4 e7 f11 m0 e0 f14 m13 f11 m4 f16 m0 e20
ㅅㅓㄹᴥㅇㅏㄱᴥㅊㅣㄺᴥㄴㅐㅇᴥㅁㅕㄴᴥ	f9 m4 e7 f11 m0 e0 f14 m20 e8 f2 m1 e20 f6 m6 e3
ㅅㅓㄹᴥㅇㅏㄱᴥㅎㅏㅇᴥ	f9 m4 e7 f11 m0 e0 f18 m0 e20
ㅅㅓㄹᴥㅇㅜᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f11 m13 f11 m5 f0 m5
ㅅㅓㄹᴥㅇㅝㄴᴥ	f9 m4 e7 f11 m14 e3
ㅅㅓㄹᴥㅈㅐᴥㅇㅕㄴᴥ	f9 m4 e7 f12 m1 f11 m6 e3
ㅅㅓㄹᴥㅈㅓㅇᴥ	f9 m4 e7 f12 m4 e20
ㅅㅓㄹᴥㅈㅓㅇᴥㄷㅙᴥ	f9 m4 e7 f12 m4 e20 f3 m10
ㅅㅓㄹᴥㅈㅓㅇᴥㅇㅡᴥㄹㅗᴥ	f9 m4 e7 f12 m4 e20 f11 m18 f5 m8
ㅅㅓㄹᴥㅈㅓㅇᴥㅎㅐᴥ	f9 m4 e7 f12 m4 e20 f18 m1
ㅅㅓㄹᴥㅈㅓㅇᴥㅎㅐᴥㅈㅜㄹᴥㄹㅐᴥ	f9 m4 e7 f12 m4 e20 f18 m1 f12 m13 e7 f5 m1
ㅅㅓㄹᴥㅈㅓㅇᴥㅎㅐᴥㅈㅝᴥ	f9 m4 e7 f12 m4 e20 f18 m1 f12 m14
ㅅㅓㄹᴥㅈㅜㄱᴥㄹㅗᴥ	f9 m4 e7 f12 m13 e0 f5 m8
ㅅㅓㄹᴥㅈㅡᴥㅂㅔᴥㄹㅣᴥ	f9 m4 e7 f12 m18 f7 m5 f5 m20
ㅅㅓㄹᴥㅊㅏㅇᴥㅇㅝㄴᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f14 m0 e20 f11 m14 e3 f11 m5 f0 m5
ㅅㅓㄹᴥㅊㅓㄴᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e7 f14 m4 e3 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅅㅓㄹᴥㅎㅐᴥㅇㅝㄴᴥ	f9 m4 e7 f18 m1 f11 m14 e3
ㅅㅓㄹᴥㅎㅘᴥ	f9 m4 e7 f18 m9
ㅅㅓㄹᴥㅎㅘᴥㅅㅜᴥ	f9 m4 e7 f18 m9 f9 m13
ㅅㅓㄹᴥㅎㅘᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e7 f18 m9 f11 m5 f0 m5
ㅅㅓㅁᴥ	f9 m4 e15
ㅅㅓㅁᴥㄱㅘᴥ	f9 m4 e15 f0 m9
ㅅㅓㅁᴥㄸㅡㄹᴥ	f9 m4 e15 f4 m18 e7
ㅅㅓㅁᴥㅁㅏᴥㅇㅡㄹᴥ	f9 m4 e15 f6 m0 f11 m18 e7
ㅅㅓㅁᴥㅂㅗᴥㅅㅏㄹᴥㄴㅣㅁᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e15 f7 m8 f9 m0 e7 f2 m20 e15 f11 m5 f0 m5
ㅅㅓㅁᴥㅇㅏㄴᴥ	f9 m4 e15 f11 m0 e3
ㅅㅓㅁᴥㅇㅠᴥ	f9 m4 e15 f11 m17
ㅅㅓㅁᴥㅇㅠᴥㄱㅣᴥㄱㅖᴥ	f9 m4 e15 f11 m17 f0 m20 f0 m7
ㅅㅓㅁᴥㅇㅠᴥㅅㅔㄴᴥㅌㅏᴥ	f9 m4 e15 f11 m17 f9 m5 e3 f16 m0
ㅅㅓㅁᴥㅈㅣㄴᴥㄱㅏㅇᴥ	f9 m4 e15 f12 m20 e3 f0 m0 e20
ㅅㅓㅁᴥㅈㅣㄴᴥㄱㅏㅇᴥㅁㅐᴥㅎㅘᴥㄹㅗᴥ	f9 m4 e15 f12 m20 e3 f0 m0 e20 f6 m1 f18 m9 f5 m8
ㅅㅓㅁᴥㅎㅚㅅᴥㅈㅣㅂᴥ	f9 m4 e15 f18 m11 e18 f12 m20 e16
ㅅㅓㅂᴥㄷㅐᴥㅍㅛᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e16 f3 m1 f17 m12 f11 m5 f0 m5
ㅅㅓㅂᴥㅈㅣᴥㅋㅗᴥㅈㅣᴥ	f9 m4 e16 f12 m20 f15 m8 f12 m20
ㅅㅓㅇᴥ	f9 m4 e20
ㅅㅓㅇᴥㄱㅏᴥㄹㅗᴥㄹㅗᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f9 m4 e20 f0 m0 f5 m8 f5 m8 f7 m6 e20 f11 m14 e3
ㅅㅓㅇᴥㄱㅏᴥㄹㅗㄹᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f9 m4 e20 f0 m0 f5 m8 e7 f7 m6 e20 f11 m14 e3
ㅅㅓㅇᴥㄱㅏㅇᴥ	f9 m4 e20 f0 m0 e20
ㅅㅓㅇᴥㄱㅓᴥ	f9 m4 e20 f0 m4
ㅅㅓㅇᴥㄱㅓᴥㅅㅏㄴᴥ	f9 m4 e20 f0 m4 f9 m0 e3
ㅅㅓㅇᴥㄱㅓᴥㅇㅡㅂᴥ	f9 m4 e20 f0 m4 f11 m18 e16
ㅅㅓㅇᴥㄱㅓㄴᴥㄷㅗㅇᴥ	f9 m4 e20 f0 m4 e3 f3 m8 e20
ㅅㅓㅇᴥㄱㅔᴥ	f9 m4 e20 f0 m5
ㅅㅓㅇᴥㄱㅔᴥㅎㅑㅇᴥ	f9 m4 e20 f0 m5 f18 m2 e20
ㅅㅓㅇᴥㄱㅕㄹᴥㄱㅛᴥㅎㅚᴥ	f9 m4 e20 f0 m6 e7 f0 m12 f18 m11
ㅅㅓㅇᴥㄱㅕㅇᴥ	f9 m4 e20 f0 m6 e20
ㅅㅓㅇᴥㄱㅕㅇᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m6 e20 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅕㅇᴥㅎㅘᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m6 e20 f18 m9 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅗㄱᴥㄷㅗㅇᴥ	f9 m4 e20 f0 m8 e0 f3 m8 e20
ㅅㅓㅇᴥㄱㅗㄱᴥㅈㅜㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f0 m8 e0 f12 m13 e20 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄱㅗㅇᴥㅇㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m8 e20 f11 m20 e3 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅗㅇᴥㅈㅏᴥ	f9 m4 e20 f0 m8 e20 f12 m0
ㅅㅓㅇᴥㄱㅗㅇᴥㅎㅏᴥㄹㅣᴥㄹㅏᴥ	f9 m4 e20 f0 m8 e20 f18 m0 f5 m20 f5 m0
ㅅㅓㅇᴥㄱㅗㅇᴥㅎㅏㄴᴥ	f9 m4 e20 f0 m8 e20 f18 m0 e3
ㅅㅓㅇᴥㄱㅗㅇᴥㅎㅚᴥ	f9 m4 e20 f0 m8 e20 f18 m11
ㅅㅓㅇᴥㄱㅘᴥㅈㅏㅇᴥ	f9 m4 e20 f0 m9 f12 m0 e20
ㅅㅓㅇᴥㄱㅘㄴᴥㅅㅏᴥ	f9 m4 e20 f0 m9 e3 f9 m0
ㅅㅓㅇᴥㄱㅘㅇᴥ	f9 m4 e20 f0 m9 e20
ㅅㅓㅇᴥㄱㅘㅇᴥㄱㅛᴥㅎㅚᴥ	f9 m4 e20 f0 m9 e20 f0 m12 f18 m11
ㅅㅓㅇᴥㄱㅘㅇᴥㅂㅣㄹᴥㄷㅣㅇᴥ	f9 m4 e20 f0 m9 e20 f7 m20 e7 f3 m20 e20
ㅅㅓㅇᴥㄱㅘㅇᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m9 e20 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅘㅇᴥㅈㅓㅁᴥ	f9 m4 e20 f0 m9 e20 f12 m4 e15
ㅅㅓㅇᴥㄱㅜᴥㅁㅣᴥㅍㅗᴥㄱㅜᴥ	f9 m4 e20 f0 m13 f6 m20 f17 m8 f0 m13
ㅅㅓㅇᴥㄱㅜㄱᴥㅎㅕㄴᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m13 e0 f18 m6 e3 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅠᴥ	f9 m4 e20 f0 m17
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅏㄴᴥ	f9 m4 e20 f0 m17 e3 f0 m0 e3
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅘㄴᴥ	f9 m4 e20 f0 m17 e3 f0 m9 e3
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅘㄴᴥㄷㅐᴥㅇㅕㄱᴥ	f9 m4 e20 f0 m17 e3 f0 m9 e3 f3 m1 f11 m6 e0
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅘㄴᴥㄷㅐᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f0 m17 e3 f0 m9 e3 f3 m1 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅘㄴᴥㄷㅐᴥㅎㅏㄱᴥㅇㅕㄱᴥ	f9 m4 e20 f0 m17 e3 f0 m9 e3 f3 m1 f18 m0 e0 f11 m6 e0
ㅅㅓㅇᴥㄱㅠㄴᴥㄱㅘㄴᴥㄹㅗᴥ	f9 m4 e20 f0 m17 e3 f0 m9 e3 f5 m8
ㅅㅓㅇᴥㄱㅡㄴᴥ	f9 m4 e20 f0 m18 e3
ㅅㅓㅇᴥㄱㅡㅁᴥㄷㅗㄴᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m18 e15 f3 m8 e3 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅣᴥㅅㅓㅂᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m20 f9 m4 e16 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅣᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m20 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅣㄹᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m20 e7 f11 m5 f0 m5
ㅅㅓㅇᴥㄱㅣㄹᴥㅇㅜㅇᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f0 m20 e7 f11 m13 e20 f11 m5 f0 m5
ㅅㅓㅇᴥㄴㅏㅁᴥ	f9 m4 e20 f2 m0 e15
ㅅㅓㅇᴥㄴㅏㅁᴥic	f9 m4 e20 f2 m0 e15 i c
ㅅㅓㅇᴥㄴㅏㅁᴥㄱㅓㅁᴥㅊㅏㄹᴥㅊㅓㅇᴥ	f9 m4 e20 f2 m0 e15 f0 m4 e15 f14 m0 e7 f14 m4 e20
ㅅㅓㅇᴥㄴㅏㅁᴥㄱㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f2 m0 e15 f0 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄴㅏㅁᴥㄷㅐᴥㄹㅗᴥ	f9 m4 e20 f2 m0 e15 f3 m1 f5 m8
ㅅㅓㅇᴥㄴㅏㅁᴥㄷㅗㅇᴥ	f9 m4 e20 f2 m0 e15 f3 m8 e20
ㅅㅓㅇᴥㄴㅏㅁᴥㅁㅕㄴᴥ	f9 m4 e20 f2 m0 e15 f6 m6 e3
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅏᴥ	f9 m4 e20 f2 m0 e15 f9 m0
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅏㅇᴥㄱㅗㅇᴥㅎㅚᴥㅇㅢᴥㅅㅗᴥ	f9 m4 e20 f2 m0 e15 f9 m0 e20 f0 m8 e20 f18 m11 f11 m19 f9 m8
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅔᴥㄱㅘㄴᴥ	f9 m4 e20 f2 m0 e15 f9 m5 f0 m9 e3
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅔᴥㅁㅜᴥㅅㅓᴥ	f9 m4 e20 f2 m0 e15 f9 m5 f6 m13 f9 m4
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅣᴥ	f9 m4 e20 f2 m0 e15 f9 m20
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅣᴥㅊㅓㅇᴥ	f9 m4 e20 f2 m0 e15 f9 m20 f14 m4 e20
ㅅㅓㅇᴥㄴㅏㅁᴥㅅㅣᴥㅊㅓㅇᴥㅈㅓㅁᴥ	f9 m4 e20 f2 m0 e15 f9 m20 f14 m4 e20 f12 m4 e15
ㅅㅓㅇᴥㄴㅏㅁᴥㅇㅕᴥㅈㅏᴥㄱㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f2 m0 e15 f11 m6 f12 m0 f0 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄴㅏㅁᴥㅇㅜᴥㅍㅕㄴᴥㅈㅣㅂᴥㅈㅜㅇᴥㄱㅜㄱᴥ	f9 m4 e20 f2 m0 e15 f11 m13 f17 m6 e3 f12 m20 e16 f12 m13 e20 f0 m13 e0
ㅅㅓㅇᴥㄴㅏㅁᴥㅈㅓㅁᴥ	f9 m4 e20 f2 m0 e15 f12 m4 e15
ㅅㅓㅇᴥㄴㅏㅁᴥㅈㅗㅇᴥㅎㅏㅂᴥㅇㅜㄴᴥㄷㅗㅇᴥㅈㅏㅇᴥ	f9 m4 e20 f2 m0 e15 f12 m8 e20 f18 m0 e16 f11 m13 e3 f3 m8 e20 f12 m0 e20
ㅅㅓㅇᴥㄴㅏㅁᴥㅈㅜㅇᴥㅇㅏㅇᴥㅈㅓㅁᴥ	f9 m4 e20 f2 m0 e15 f12 m13 e20 f11 m0 e20 f12 m4 e15
ㅅㅓㅇᴥㄴㅏㅁᴥㅈㅣᴥㅂㅏㅇᴥㅂㅓㅂᴥㅇㅝㄴᴥ	f9 m4 e20 f2 m0 e15 f12 m20 f7 m0 e20 f7 m4 e16 f11 m14 e3
ㅅㅓㅇᴥㄴㅏㅁᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f2 m0 e15 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄴㅏㅁᴥㅌㅓᴥㅁㅣᴥㄴㅓㄹᴥ	f9 m4 e20 f2 m0 e15 f16 m4 f6 m20 f2 m4 e7
ㅅㅓㅇᴥㄴㅐᴥ2ㄷㅗㅇᴥ	f9 m4 e20 f2 m1 n2 f3 m8 e20
ㅅㅓㅇᴥㄴㅐᴥ3ㄷㅗㅇᴥㅈㅜᴥㅁㅣㄴᴥㅅㅔㄴᴥㅌㅏᴥ	f9 m4 e20 f2 m1 n3 f3 m8 e20 f12 m13 f6 m20 e3 f9 m5 e3 f16 m0
ㅅㅓㅇᴥㄴㅐᴥㄷㅗㅇᴥ	f9 m4 e20 f2 m1 f3 m8 e20
ㅅㅓㅇᴥㄴㅐᴥㄹㅗᴥ	f9 m4 e20 f2 m1 f5 m8
ㅅㅓㅇᴥㄴㅐᴥㅁㅕㄴᴥ	f9 m4 e20 f2 m1 f6 m6 e3
ㅅㅓㅇᴥㄴㅐᴥㅈㅓᴥㅅㅜᴥㅈㅣᴥ	f9 m4 e20 f2 m1 f12 m4 f9 m13 f12 m20
ㅅㅓㅇᴥㄴㅐᴥㅈㅜㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f2 m1 f12 m13 e20 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄴㅣㅁᴥㅇㅔᴥㄱㅔᴥ	f9 m4 e20 f2 m20 e15 f11 m5 f0 m5
ㅅㅓㅇᴥㄷㅏㅇᴥ	f9 m4 e20 f3 m0 e20
ㅅㅓㅇᴥㄷㅏㅇᴥㄱㅜᴥㅇㅣㄴᴥ	f9 m4 e20 f3 m0 e20 f0 m13 f11 m20 e3
ㅅㅓㅇᴥㄷㅏㅇᴥㄱㅣㄹᴥ	f9 m4 e20 f3 m0 e20 f0 m20 e7
ㅅㅓㅇᴥㄷㅏㅇᴥㄷㅗㅇᴥ	f9 m4 e20 f3 m0 e20 f3 m8 e20
ㅅㅓㅇᴥㄷㅏㅇᴥㄹㅗᴥ	f9 m4 e20 f3 m0 e20 f5 m8
ㅅㅓㅇᴥㄷㅏㅇᴥㅁㅗㅅᴥ	f9 m4 e20 f3 m0 e20 f6 m8 e18
ㅅㅓㅇᴥㄷㅏㅇᴥㅅㅣᴥㅈㅏㅇᴥ	f9 m4 e20 f3 m0 e20 f9 m20 f12 m0 e20
ㅅㅓㅇᴥㄷㅐᴥ	f9 m4 e20 f3 m1
ㅅㅓㅇᴥㄷㅐᴥㅅㅣᴥㅈㅏㅇᴥ	f9 m4 e20 f3 m1 f9 m20 f12 m0 e20
ㅅㅓㅇᴥㄷㅐᴥㅇㅕㄱᴥ	f9 m4 e20 f3 m1 f11 m6 e0
ㅅㅓㅇᴥㄷㅐᴥㅇㅘㅇᴥ	f9 m4 e20 f3 m1 f11 m9 e20
ㅅㅓㅇᴥㄷㅓㄱᴥㄱㅣᴥㅇㅓㄱᴥㅎㅏㄱᴥㄱㅛᴥ	f9 m4 e20 f3 m4 e0 f0 m20 f11 m4 e0 f18 m0 e0 f0 m12
ㅅㅓㅇᴥㄷㅓㄱᴥㄹㅣᴥ	f9 m4 e20 f3 m4 e0 f5 m20
